,time,count
1175,2011-03-21,5
4023,2011-03-22,1
1244,2011-03-23,4
2446,2011-03-24,3
3825,2011-03-25,2
1241,2011-03-26,4
271,2011-03-27,7
4021,2011-03-28,1
2450,2011-03-29,3
1237,2011-03-30,4
3851,2011-03-31,2
1202,2011-04-01,5
549,2011-04-02,6
1194,2011-04-03,5
1233,2011-04-04,4
3854,2011-04-05,2
1249,2011-04-06,4
4011,2011-04-07,1
189,2011-04-08,8
1106,2011-04-09,5
2477,2011-04-10,3
580,2011-04-11,6
3792,2011-04-12,2
2479,2011-04-13,3
3784,2011-04-14,2
1147,2011-04-15,5
1258,2011-04-16,4
2487,2011-04-17,3
3815,2011-04-18,2
4020,2011-04-20,1
2586,2011-04-21,3
1135,2011-04-22,5
2683,2011-04-23,3
3807,2011-04-24,2
3911,2011-04-25,2
4019,2011-04-26,1
576,2011-04-28,6
4018,2011-04-29,1
2695,2011-04-30,3
3902,2011-05-01,2
1215,2011-05-02,4
1222,2011-05-03,4
2679,2011-05-04,3
3919,2011-05-05,2
572,2011-05-06,6
2667,2011-05-07,3
147,2011-05-08,9
4017,2011-05-09,1
571,2011-05-10,6
3864,2011-05-11,2
3867,2011-05-12,2
4016,2011-05-13,1
3871,2011-05-14,2
1217,2011-05-15,4
3862,2011-05-16,2
1275,2011-05-17,4
1182,2011-05-18,5
4015,2011-05-19,1
1166,2011-05-20,5
566,2011-05-21,6
3866,2011-05-22,2
2722,2011-05-23,3
1199,2011-05-24,5
2726,2011-05-25,3
2731,2011-05-26,3
2732,2011-05-27,3
1351,2011-05-28,4
3900,2011-05-30,2
2728,2011-05-31,3
3910,2011-06-01,2
266,2011-06-02,7
4014,2011-06-03,1
2712,2011-06-04,3
2681,2011-06-05,3
3779,2011-06-06,2
1364,2011-06-07,4
2613,2011-06-08,3
3634,2011-06-09,2
3628,2011-06-10,2
4013,2011-06-11,1
4012,2011-06-12,1
1151,2011-06-13,5
560,2011-06-14,6
3656,2011-06-15,2
3636,2011-06-16,2
4079,2011-06-17,1
4080,2011-06-19,1
3757,2011-06-21,2
2598,2011-06-22,3
2622,2011-06-23,3
3777,2011-06-24,2
2647,2011-06-25,3
4081,2011-06-26,1
154,2011-06-27,8
3761,2011-06-28,2
3720,2011-06-29,2
3717,2011-06-30,2
1156,2011-07-01,5
3704,2011-07-02,2
1307,2011-07-03,4
2642,2011-07-04,3
1192,2011-07-05,5
1201,2011-07-06,5
3733,2011-07-07,2
3730,2011-07-08,2
1322,2011-07-09,4
454,2011-07-10,6
4128,2011-07-11,1
3726,2011-07-12,2
4149,2011-07-13,1
1173,2011-07-14,5
2634,2011-07-15,3
2629,2011-07-16,3
2930,2011-07-17,2
4148,2011-07-18,1
2653,2011-07-19,3
4147,2011-07-20,1
3021,2011-07-21,2
2645,2011-07-22,3
1866,2011-07-23,4
1837,2011-07-24,4
2984,2011-07-25,2
1811,2011-07-26,4
4146,2011-07-27,1
2997,2011-07-28,2
3080,2011-07-29,2
3032,2011-07-30,2
2620,2011-07-31,3
3037,2011-08-01,2
4145,2011-08-02,1
2618,2011-08-03,3
1920,2011-08-04,4
3042,2011-08-05,2
2617,2011-08-06,3
2714,2011-08-07,3
2710,2011-08-08,3
388,2011-08-09,7
386,2011-08-10,7
468,2011-08-11,6
2970,2011-08-12,2
2973,2011-08-13,2
159,2011-08-14,8
2718,2011-08-15,3
1682,2011-08-16,4
464,2011-08-17,6
1696,2011-08-18,4
1688,2011-08-19,4
2727,2011-08-20,3
335,2011-08-21,7
2720,2011-08-22,3
4144,2011-08-23,1
1705,2011-08-24,4
1127,2011-08-25,5
1700,2011-08-26,4
2676,2011-08-27,3
1647,2011-08-28,4
3245,2011-08-29,2
3248,2011-08-30,2
2673,2011-08-31,3
2672,2011-09-01,3
3256,2011-09-02,2
2668,2011-09-03,3
3230,2011-09-04,2
1660,2011-09-05,4
1717,2011-09-06,4
4143,2011-09-07,1
1771,2011-09-08,4
4142,2011-09-09,1
4141,2011-09-10,1
2689,2011-09-11,3
2685,2011-09-12,3
4139,2011-09-13,1
1146,2011-09-14,5
4129,2011-09-15,1
3298,2011-09-16,2
2482,2011-09-17,3
3304,2011-09-18,2
484,2011-09-19,6
4138,2011-09-20,1
4137,2011-09-21,1
4136,2011-09-22,1
3313,2011-09-23,2
3289,2011-09-24,2
2499,2011-09-25,3
1157,2011-09-27,5
1187,2011-09-28,5
2491,2011-09-29,3
4135,2011-09-30,1
3280,2011-10-02,2
1749,2011-10-03,4
1740,2011-10-04,4
515,2011-10-05,6
1176,2011-10-06,5
3120,2011-10-07,2
1174,2011-10-08,5
3128,2011-10-09,2
3133,2011-10-10,2
2459,2011-10-11,3
4134,2011-10-12,1
4133,2011-10-13,1
3086,2011-10-14,2
3087,2011-10-15,2
1666,2011-10-16,4
4132,2011-10-17,1
4131,2011-10-18,1
1657,2011-10-19,4
1637,2011-10-21,4
3095,2011-10-22,2
3083,2011-10-23,2
2552,2011-10-24,3
4130,2011-10-25,1
1130,2011-10-26,5
2582,2011-10-27,3
1812,2011-10-28,4
3195,2011-10-29,2
1870,2011-10-30,4
2516,2011-10-31,3
1843,2011-11-02,4
4150,2011-11-03,1
1852,2011-11-04,4
3152,2011-11-05,2
2539,2011-11-06,3
1836,2011-11-07,4
2538,2011-11-08,3
2510,2011-11-09,3
3160,2011-11-10,2
2855,2011-11-11,3
2897,2011-11-12,3
2771,2011-11-13,3
2780,2011-11-14,3
1742,2011-11-15,4
1874,2011-11-16,4
3129,2011-11-17,2
4151,2011-11-18,1
2785,2011-11-19,3
4152,2011-11-20,1
1780,2011-11-21,4
1784,2011-11-22,4
501,2011-11-23,6
4153,2011-11-24,1
1794,2011-11-25,4
4172,2011-11-26,1
1139,2011-11-27,5
3273,2011-11-28,2
2747,2011-11-29,3
3301,2011-11-30,2
2826,2011-12-01,3
4171,2011-12-02,1
2836,2011-12-03,3
3214,2011-12-05,2
4170,2011-12-06,1
1680,2011-12-07,4
2817,2011-12-08,3
4169,2011-12-09,1
4168,2011-12-10,1
4167,2011-12-11,1
493,2011-12-12,6
1132,2011-12-13,5
2794,2011-12-14,3
2942,2011-12-15,2
2792,2011-12-16,3
4166,2011-12-17,1
4165,2011-12-18,1
2976,2011-12-19,2
2994,2011-12-21,2
1799,2011-12-22,4
3014,2011-12-23,2
2951,2011-12-24,2
1838,2011-12-25,4
2891,2011-12-26,3
3861,2011-12-27,2
694,2011-12-28,6
680,2011-12-29,6
2053,2011-12-30,3
2901,2011-12-31,3
1849,2012-01-01,4
1848,2012-01-02,4
823,2012-01-04,5
1841,2012-01-05,4
2900,2012-01-07,3
824,2012-01-08,5
488,2012-01-09,6
2865,2012-01-10,3
4164,2012-01-11,1
2927,2012-01-12,2
2881,2012-01-13,3
4163,2012-01-14,1
4162,2012-01-15,1
2845,2012-01-16,3
2791,2012-01-17,3
1859,2012-01-18,4
2766,2012-01-19,3
1813,2012-01-20,4
2772,2012-01-21,3
1807,2012-01-22,4
827,2012-01-23,5
2774,2012-01-24,3
4161,2012-01-25,1
4160,2012-01-26,1
2779,2012-01-27,3
828,2012-01-28,5
3004,2012-01-29,2
1817,2012-01-30,4
3076,2012-01-31,2
1834,2012-02-01,4
2820,2012-02-02,3
2928,2012-02-03,2
2831,2012-02-04,3
2908,2012-02-05,2
2912,2012-02-06,2
4159,2012-02-07,1
2968,2012-02-08,2
1820,2012-02-09,4
1875,2012-02-10,4
1908,2012-02-11,4
489,2012-02-12,6
1910,2012-02-14,4
149,2012-02-15,8
2842,2012-02-16,3
492,2012-02-17,6
4158,2012-02-18,1
833,2012-02-19,5
2804,2012-02-20,3
2806,2012-02-21,3
835,2012-02-22,5
2914,2012-02-23,2
3058,2012-02-24,2
4157,2012-02-25,1
1899,2012-02-26,4
494,2012-02-27,6
2809,2012-02-28,3
2805,2012-02-29,3
3253,2012-03-01,2
1892,2012-03-02,4
1904,2012-03-03,4
2801,2012-03-04,3
2798,2012-03-06,3
