,time,count
5157,2007-09-03,1
5158,2007-09-16,1
5159,2007-09-18,1
5178,2007-09-23,1
5177,2007-09-30,1
4983,2007-10-11,2
5176,2007-10-12,1
5175,2007-10-19,1
5006,2007-10-26,2
5174,2007-11-02,1
5173,2007-11-04,1
4966,2007-11-06,2
4978,2007-11-10,2
5172,2007-11-12,1
5171,2007-11-13,1
5053,2007-11-17,2
5052,2007-11-19,2
5071,2007-11-21,2
5060,2007-11-22,2
5170,2007-11-23,1
5169,2007-12-03,1
5168,2007-12-08,1
4875,2007-12-11,3
5167,2007-12-14,1
5166,2007-12-15,1
5165,2007-12-16,1
5164,2007-12-17,1
5070,2007-12-18,2
5163,2007-12-23,1
5057,2007-12-27,2
4867,2007-12-28,3
5162,2007-12-29,1
5161,2007-12-30,1
4903,2008-01-02,3
5160,2008-01-03,1
5050,2008-01-05,2
5226,2008-01-07,1
5181,2008-01-08,1
5227,2008-01-09,1
5073,2008-01-12,2
5094,2008-01-15,2
5275,2008-01-16,1
5088,2008-01-17,2
5296,2008-01-18,1
5295,2008-01-21,1
5294,2008-01-22,1
5293,2008-01-23,1
5292,2008-01-25,1
5291,2008-01-26,1
5080,2008-01-27,2
5290,2008-01-28,1
5289,2008-01-30,1
4776,2008-02-01,4
5288,2008-02-04,1
4909,2008-02-06,3
5089,2008-02-07,2
5286,2008-02-08,1
5276,2008-02-09,1
5285,2008-02-11,1
5284,2008-02-12,1
5283,2008-02-15,1
5282,2008-02-16,1
5281,2008-02-17,1
5280,2008-02-18,1
5279,2008-02-21,1
5278,2008-02-24,1
5277,2008-02-25,1
5297,2008-02-26,1
5036,2008-02-27,2
5298,2008-03-01,1
5299,2008-03-04,1
4985,2008-03-09,2
5300,2008-03-10,1
4986,2008-03-11,2
4991,2008-03-12,2
5319,2008-03-13,1
5318,2008-03-17,1
5317,2008-03-18,1
4993,2008-03-19,2
5316,2008-03-20,1
5315,2008-03-22,1
5314,2008-03-23,1
4773,2008-03-25,5
4965,2008-03-26,2
5313,2008-03-27,1
5312,2008-03-28,1
4973,2008-03-29,2
5311,2008-03-30,1
5310,2008-03-31,1
4974,2008-04-02,2
5309,2008-04-03,1
4901,2008-04-04,3
4899,2008-04-05,3
4997,2008-04-07,2
5308,2008-04-08,1
4883,2008-04-09,3
5021,2008-04-12,2
4884,2008-04-13,3
5024,2008-04-15,2
5307,2008-04-16,1
5306,2008-04-17,1
5026,2008-04-18,2
4888,2008-04-20,3
4889,2008-04-21,3
5030,2008-04-22,2
4891,2008-04-24,3
4830,2008-04-25,4
4831,2008-04-26,4
5035,2008-04-27,2
5020,2008-04-28,2
4832,2008-04-29,4
5018,2008-05-02,2
4526,2008-05-03,6
5001,2008-05-04,2
5003,2008-05-07,2
5004,2008-05-08,2
5007,2008-05-09,2
5305,2008-05-10,1
4894,2008-05-11,3
5010,2008-05-12,2
5012,2008-05-13,2
5304,2008-05-14,1
4896,2008-05-15,3
5015,2008-05-16,2
4897,2008-05-17,3
4957,2008-05-18,3
4925,2008-05-19,3
5303,2008-05-20,1
4895,2008-05-22,3
5302,2008-05-23,1
5005,2008-05-24,2
5017,2008-05-25,2
4890,2008-05-26,3
4887,2008-05-27,3
4768,2008-05-29,5
4759,2008-05-31,5
4970,2008-06-03,2
4915,2008-06-04,3
5301,2008-06-05,1
4963,2008-06-06,2
4980,2008-06-09,2
4992,2008-06-10,2
4990,2008-06-11,2
4989,2008-06-13,2
5287,2008-06-14,1
5274,2008-06-16,1
5074,2008-06-17,2
4912,2008-06-18,3
4982,2008-06-19,2
5240,2008-06-20,1
5049,2008-06-21,2
5273,2008-06-22,1
5249,2008-06-24,1
5087,2008-06-25,2
4910,2008-06-27,3
5248,2008-06-28,1
5093,2008-06-29,2
4756,2008-06-30,5
5247,2008-07-02,1
5246,2008-07-03,1
5245,2008-07-04,1
5075,2008-07-06,2
5081,2008-07-08,2
4818,2008-07-09,4
5076,2008-07-10,2
5092,2008-07-11,2
4907,2008-07-12,3
5244,2008-07-14,1
5243,2008-07-15,1
5242,2008-07-16,1
4906,2008-07-17,3
4760,2008-07-18,5
5241,2008-07-19,1
4868,2008-07-20,3
4817,2008-07-22,4
4876,2008-07-23,3
5061,2008-07-24,2
4859,2008-07-25,4
5041,2008-07-26,2
5239,2008-07-27,1
5229,2008-07-28,1
5238,2008-07-29,1
4860,2008-07-30,4
4869,2008-07-31,3
4825,2008-08-01,4
5237,2008-08-02,1
5236,2008-08-03,1
5235,2008-08-04,1
4775,2008-08-05,5
5234,2008-08-06,1
4972,2008-08-07,2
4872,2008-08-08,3
4844,2008-08-10,4
5031,2008-08-11,2
4934,2008-08-12,3
5233,2008-08-13,1
5058,2008-08-14,2
4799,2008-08-15,4
5051,2008-08-16,2
5232,2008-08-18,1
4783,2008-08-19,4
4937,2008-08-20,3
5231,2008-08-21,1
5230,2008-08-22,1
5250,2008-08-23,1
4940,2008-08-24,3
4880,2008-08-25,3
4877,2008-08-26,3
4843,2008-08-28,4
5016,2008-08-30,2
5014,2008-08-31,2
4839,2008-09-02,4
4941,2008-09-03,3
4942,2008-09-04,3
5251,2008-09-05,1
5252,2008-09-06,1
5253,2008-09-07,1
5002,2008-09-08,2
5019,2008-09-09,2
4943,2008-09-10,3
4944,2008-09-11,3
5272,2008-09-12,1
5271,2008-09-13,1
5029,2008-09-14,2
5270,2008-09-15,1
4947,2008-09-16,3
4827,2008-09-17,4
4846,2008-09-18,4
4948,2008-09-19,3
5269,2008-09-20,1
5025,2008-09-21,2
5268,2008-09-22,1
5009,2008-09-23,2
4637,2008-09-24,6
4975,2008-09-25,2
4851,2008-09-26,4
4675,2008-09-27,5
5267,2008-09-28,1
4962,2008-09-29,2
4642,2008-09-30,6
4964,2008-10-01,2
4979,2008-10-02,2
4808,2008-10-03,4
4819,2008-10-04,4
5266,2008-10-05,1
4920,2008-10-06,3
4785,2008-10-07,4
4644,2008-10-08,6
5265,2008-10-09,1
4683,2008-10-10,5
5264,2008-10-11,1
5083,2008-10-12,2
4780,2008-10-13,4
4922,2008-10-14,3
4681,2008-10-15,5
5263,2008-10-17,1
5262,2008-10-18,1
4956,2008-10-20,3
5261,2008-10-21,1
5085,2008-10-22,2
4464,2008-10-23,7
4795,2008-10-25,4
4923,2008-10-26,3
4679,2008-10-27,5
4651,2008-10-28,6
4677,2008-10-29,5
5090,2008-10-30,2
5054,2008-10-31,2
4927,2008-11-01,3
4688,2008-11-03,5
4810,2008-11-04,4
4929,2008-11-05,3
4807,2008-11-06,4
4804,2008-11-07,4
4930,2008-11-08,3
5048,2008-11-09,2
5047,2008-11-10,2
5260,2008-11-11,1
4931,2008-11-12,3
5056,2008-11-13,2
4572,2008-11-14,6
5068,2008-11-15,2
5063,2008-11-16,2
4935,2008-11-17,3
4674,2008-11-18,5
4689,2008-11-19,5
4938,2008-11-20,3
4849,2008-11-21,4
5037,2008-11-22,2
4958,2008-11-23,3
4616,2008-11-24,6
4959,2008-11-25,3
4676,2008-11-26,5
4607,2008-11-27,6
3397,2008-11-28,10
4987,2008-11-29,2
4595,2008-11-30,6
4063,2008-12-01,8
4604,2008-12-02,6
4779,2008-12-03,4
4781,2008-12-04,4
4603,2008-12-05,6
4841,2008-12-06,4
5013,2008-12-08,2
4445,2008-12-09,7
4865,2008-12-10,3
5259,2008-12-11,1
4837,2008-12-12,4
4873,2008-12-13,3
5023,2008-12-14,2
4602,2008-12-15,6
4585,2008-12-16,6
5258,2008-12-17,1
4596,2008-12-18,6
4918,2008-12-19,3
4874,2008-12-20,3
5055,2008-12-21,2
4984,2008-12-22,2
4878,2008-12-23,3
4738,2008-12-24,5
5257,2008-12-25,1
5256,2008-12-26,1
5040,2008-12-27,2
5255,2008-12-28,1
5254,2008-12-29,1
3755,2008-12-30,9
5044,2008-12-31,2
4902,2009-01-01,3
4802,2009-01-02,4
4745,2009-01-03,5
3730,2009-01-04,9
4273,2009-01-05,8
4441,2009-01-06,7
3725,2009-01-07,9
4698,2009-01-08,5
4574,2009-01-09,6
4440,2009-01-10,7
4917,2009-01-11,3
4911,2009-01-12,3
4701,2009-01-13,5
4702,2009-01-14,5
3801,2009-01-15,9
4583,2009-01-16,6
5228,2009-01-17,1
4788,2009-01-18,4
4210,2009-01-19,8
4217,2009-01-20,8
4587,2009-01-21,6
4588,2009-01-22,6
4411,2009-01-23,7
4218,2009-01-24,8
4791,2009-01-25,4
3812,2009-01-26,9
2482,2009-01-27,13
4914,2009-01-28,3
2653,2009-01-29,12
3501,2009-01-30,10
4861,2009-01-31,4
4649,2009-02-01,6
3820,2009-02-02,9
4202,2009-02-03,8
1293,2009-02-04,16
1292,2009-02-05,16
1112,2009-02-06,17
2485,2009-02-07,13
4652,2009-02-08,6
4659,2009-02-09,6
2488,2009-02-10,13
1744,2009-02-11,15
3256,2009-02-12,11
3255,2009-02-13,11
4320,2009-02-14,7
3539,2009-02-15,10
3792,2009-02-16,9
1301,2009-02-17,16
168,2009-02-18,23
3788,2009-02-19,9
1197,2009-02-20,17
4630,2009-02-21,6
3382,2009-02-22,11
3385,2009-02-23,11
1729,2009-02-24,15
3723,2009-02-25,9
1204,2009-02-26,17
1730,2009-02-27,15
726,2009-02-28,18
2739,2009-03-01,12
1312,2009-03-02,16
385,2009-03-03,21
1315,2009-03-04,16
1177,2009-03-05,17
1296,2009-03-06,16
2432,2009-03-07,13
1340,2009-03-08,16
3357,2009-03-09,11
2135,2009-03-10,14
1731,2009-03-11,15
190,2009-03-12,23
1330,2009-03-13,16
2369,2009-03-14,13
1193,2009-03-15,17
547,2009-03-16,20
2371,2009-03-17,13
591,2009-03-18,19
544,2009-03-19,20
1172,2009-03-20,17
2132,2009-03-21,14
2127,2009-03-22,14
1734,2009-03-23,15
1735,2009-03-24,15
287,2009-03-25,22
162,2009-03-26,23
1254,2009-03-27,16
1736,2009-03-28,15
304,2009-03-29,21
80,2009-03-30,25
638,2009-03-31,19
345,2009-04-01,21
1737,2009-04-02,15
25,2009-04-03,29
294,2009-04-04,22
1738,2009-04-05,15
1739,2009-04-06,15
630,2009-04-07,19
2122,2009-04-08,14
2381,2009-04-09,13
791,2009-04-10,18
1210,2009-04-11,17
4039,2009-04-12,9
2831,2009-04-13,12
193,2009-04-14,23
4073,2009-04-15,8
1249,2009-04-16,16
1,2009-04-17,42
66,2009-04-18,26
78,2009-04-19,25
1741,2009-04-20,15
284,2009-04-21,22
5,2009-04-22,39
888,2009-04-23,18
220,2009-04-24,23
2877,2009-04-25,12
1176,2009-04-26,17
331,2009-04-27,21
81,2009-04-28,25
425,2009-04-29,20
1251,2009-04-30,16
2378,2009-05-01,13
1250,2009-05-02,16
4086,2009-05-03,8
1187,2009-05-04,17
2367,2009-05-05,13
435,2009-05-06,20
2366,2009-05-07,13
2365,2009-05-08,13
2346,2009-05-09,13
2348,2009-05-10,13
1334,2009-05-11,16
887,2009-05-12,18
2886,2009-05-13,12
557,2009-05-14,19
2350,2009-05-15,13
700,2009-05-16,19
2352,2009-05-17,13
2355,2009-05-18,13
1196,2009-05-19,17
1683,2009-05-20,15
2859,2009-05-21,12
2232,2009-05-22,14
1194,2009-05-23,17
1681,2009-05-24,15
1192,2009-05-25,17
1622,2009-05-26,15
764,2009-05-27,18
3538,2009-05-28,10
2863,2009-05-29,12
4335,2009-05-30,7
3541,2009-05-31,10
2361,2009-06-01,13
2868,2009-06-02,12
2817,2009-06-03,12
416,2009-06-04,21
4025,2009-06-05,9
4010,2009-06-06,9
3130,2009-06-07,11
1178,2009-06-08,17
805,2009-06-09,18
1294,2009-06-10,16
376,2009-06-11,21
1286,2009-06-12,16
1284,2009-06-13,16
2416,2009-06-14,13
185,2009-06-15,23
43,2009-06-16,27
4,2009-06-17,39
13,2009-06-18,32
53,2009-06-19,26
49,2009-06-20,26
160,2009-06-21,23
8,2009-06-22,34
687,2009-06-23,19
417,2009-06-24,21
164,2009-06-25,23
7,2009-06-26,37
2417,2009-06-27,13
77,2009-06-28,25
2767,2009-06-29,12
676,2009-06-30,19
744,2009-07-01,18
422,2009-07-02,20
1629,2009-07-03,15
1630,2009-07-04,15
1307,2009-07-05,16
2195,2009-07-06,14
750,2009-07-07,18
1101,2009-07-08,17
205,2009-07-09,23
1104,2009-07-10,17
437,2009-07-11,20
2420,2009-07-12,13
2191,2009-07-13,14
1297,2009-07-14,16
427,2009-07-15,20
3191,2009-07-16,11
1634,2009-07-17,15
1282,2009-07-18,16
908,2009-07-19,18
3496,2009-07-20,10
306,2009-07-21,21
2425,2009-07-22,13
2750,2009-07-23,12
2206,2009-07-24,14
2216,2009-07-25,14
3222,2009-07-26,11
2429,2009-07-27,13
424,2009-07-28,20
4177,2009-07-29,8
1079,2009-07-30,17
213,2009-07-31,23
3976,2009-08-01,9
2394,2009-08-02,13
1635,2009-08-03,15
4423,2009-08-04,7
1070,2009-08-05,17
2390,2009-08-06,13
2217,2009-08-07,14
2399,2009-08-08,13
3985,2009-08-09,9
2401,2009-08-10,13
1073,2009-08-11,17
2215,2009-08-12,14
690,2009-08-13,19
132,2009-08-14,24
4704,2009-08-15,5
2785,2009-08-16,12
3999,2009-08-17,9
686,2009-08-18,19
2402,2009-08-19,13
2208,2009-08-20,14
1621,2009-08-21,15
3412,2009-08-22,10
2793,2009-08-23,12
1078,2009-08-24,17
2404,2009-08-25,13
4366,2009-08-26,7
3160,2009-08-27,11
2521,2009-08-28,13
4007,2009-08-29,9
4229,2009-08-30,8
2789,2009-08-31,12
3968,2009-09-01,9
239,2009-09-02,22
3708,2009-09-03,10
4216,2009-09-04,8
4036,2009-09-05,9
3699,2009-09-06,10
2397,2009-09-07,13
2814,2009-09-08,12
4448,2009-09-09,7
1604,2009-09-10,15
2807,2009-09-11,12
2422,2009-09-12,13
3671,2009-09-13,10
705,2009-09-14,19
4141,2009-09-15,8
439,2009-09-16,20
1605,2009-09-17,15
1220,2009-09-18,16
336,2009-09-19,21
580,2009-09-20,19
337,2009-09-21,21
2744,2009-09-22,12
2743,2009-09-23,12
2421,2009-09-24,13
3588,2009-09-25,10
2772,2009-09-26,12
2766,2009-09-27,12
238,2009-09-28,22
2198,2009-09-29,14
2413,2009-09-30,13
4611,2009-10-01,6
2869,2009-10-02,12
3974,2009-10-03,9
2866,2009-10-04,12
873,2009-10-05,18
2360,2009-10-06,13
3959,2009-10-07,9
2858,2009-10-08,12
3945,2009-10-09,9
4684,2009-10-10,5
2883,2009-10-11,12
4154,2009-10-12,8
2351,2009-10-13,13
2888,2009-10-14,12
2349,2009-10-15,13
3610,2009-10-16,10
4416,2009-10-17,7
2884,2009-10-18,12
3108,2009-10-19,11
4434,2009-10-20,7
2876,2009-10-21,12
1612,2009-10-22,15
1613,2009-10-23,15
2384,2009-10-24,13
4466,2009-10-25,7
3118,2009-10-26,11
2833,2009-10-27,12
4798,2009-10-28,4
4042,2009-10-29,8
3123,2009-10-30,11
4356,2009-10-31,7
4349,2009-11-01,7
4289,2009-11-02,7
4463,2009-11-03,7
4725,2009-11-04,5
4283,2009-11-05,8
3613,2009-11-06,10
4408,2009-11-07,7
2826,2009-11-08,12
3079,2009-11-09,11
4213,2009-11-10,8
2125,2009-11-11,14
1398,2009-11-12,16
1617,2009-11-13,15
4417,2009-11-14,7
1620,2009-11-15,15
4647,2009-11-16,6
3993,2009-11-17,9
4310,2009-11-18,7
4323,2009-11-19,7
1138,2009-11-20,17
2375,2009-11-21,13
4254,2009-11-22,8
1662,2009-11-23,15
1664,2009-11-24,15
4028,2009-11-25,9
4835,2009-11-26,4
4020,2009-11-27,9
4624,2009-11-28,6
4655,2009-11-29,6
4842,2009-11-30,4
3559,2009-12-01,10
3764,2009-12-02,9
2741,2009-12-03,12
2636,2009-12-04,12
1357,2009-12-05,16
1468,2009-12-06,16
4631,2009-12-07,6
2138,2009-12-08,14
1460,2009-12-09,16
4400,2009-12-10,7
3779,2009-12-11,9
3266,2009-12-12,11
4303,2009-12-13,7
4261,2009-12-14,8
3787,2009-12-15,9
4629,2009-12-16,6
3786,2009-12-17,9
4226,2009-12-18,8
3795,2009-12-19,9
3304,2009-12-20,11
3732,2009-12-21,9
2100,2009-12-22,14
3243,2009-12-23,11
1673,2009-12-24,15
3638,2009-12-25,10
4299,2009-12-26,7
4750,2009-12-27,5
2707,2009-12-28,12
476,2009-12-29,20
2706,2009-12-30,12
2501,2009-12-31,13
3667,2010-01-01,10
3666,2010-01-02,10
2507,2010-01-03,13
1161,2010-01-04,17
556,2010-01-05,19
318,2010-01-06,21
477,2010-01-07,20
2723,2010-01-08,12
478,2010-01-09,20
2738,2010-01-10,12
2505,2010-01-11,13
1677,2010-01-12,15
3664,2010-01-13,10
1158,2010-01-14,17
1157,2010-01-15,17
3756,2010-01-16,9
3754,2010-01-17,9
1678,2010-01-18,15
2503,2010-01-19,13
1679,2010-01-20,15
2502,2010-01-21,13
3335,2010-01-22,11
104,2010-01-23,25
1680,2010-01-24,15
3340,2010-01-25,11
2730,2010-01-26,12
482,2010-01-27,20
3661,2010-01-28,10
2140,2010-01-29,14
3394,2010-01-30,11
4866,2010-01-31,3
2141,2010-02-01,14
1461,2010-02-02,16
3750,2010-02-03,9
911,2010-02-04,18
4740,2010-02-05,5
2725,2010-02-06,12
3659,2010-02-07,10
1150,2010-02-08,17
1642,2010-02-09,15
2452,2010-02-10,13
483,2010-02-11,20
1147,2010-02-12,17
1146,2010-02-13,17
1660,2010-02-14,15
2451,2010-02-15,13
1643,2010-02-16,15
1644,2010-02-17,15
1515,2010-02-18,16
2450,2010-02-19,13
4080,2010-02-20,8
3907,2010-02-21,9
2680,2010-02-22,12
3270,2010-02-23,11
2448,2010-02-24,13
1518,2010-02-25,16
1645,2010-02-26,15
1513,2010-02-27,16
2447,2010-02-28,13
1502,2010-03-01,16
3652,2010-03-02,10
2174,2010-03-03,14
1084,2010-03-04,17
2176,2010-03-05,14
4071,2010-03-06,8
2677,2010-03-07,12
3649,2010-03-08,10
1646,2010-03-09,15
1500,2010-03-10,16
1493,2010-03-11,16
4601,2010-03-12,6
2179,2010-03-13,14
734,2010-03-14,18
3240,2010-03-15,11
1506,2010-03-16,16
3101,2010-03-17,11
1649,2010-03-18,15
2182,2010-03-19,14
4084,2010-03-20,8
3112,2010-03-21,11
1652,2010-03-22,15
2185,2010-03-23,14
4088,2010-03-24,8
1075,2010-03-25,17
2667,2010-03-26,12
3029,2010-03-27,11
3028,2010-03-28,11
2682,2010-03-29,12
1384,2010-03-30,16
2684,2010-03-31,12
2143,2010-04-01,14
2163,2010-04-02,14
2685,2010-04-03,12
3647,2010-04-04,10
3053,2010-04-05,11
3892,2010-04-06,9
3889,2010-04-07,9
198,2010-04-08,23
1389,2010-04-09,16
1658,2010-04-10,15
2147,2010-04-11,14
2148,2010-04-12,14
1659,2010-04-13,15
725,2010-04-14,18
2696,2010-04-15,12
2455,2010-04-16,13
1764,2010-04-17,15
486,2010-04-18,20
790,2010-04-19,18
667,2010-04-20,19
3224,2010-04-21,11
793,2010-04-22,18
1641,2010-04-23,15
3218,2010-04-24,11
2467,2010-04-25,13
233,2010-04-26,22
1766,2010-04-27,15
51,2010-04-28,26
2691,2010-04-29,12
3886,2010-04-30,9
1113,2010-05-01,17
4409,2010-05-02,7
1786,2010-05-03,15
3644,2010-05-04,10
12,2010-05-05,32
17,2010-05-06,30
46,2010-05-07,27
490,2010-05-08,20
491,2010-05-09,20
396,2010-05-10,21
1111,2010-05-11,17
492,2010-05-12,20
1400,2010-05-13,16
813,2010-05-14,18
617,2010-05-15,19
2155,2010-05-16,14
1401,2010-05-17,16
816,2010-05-18,18
1108,2010-05-19,17
409,2010-05-20,21
1107,2010-05-21,17
819,2010-05-22,18
2688,2010-05-23,12
820,2010-05-24,18
1093,2010-05-25,17
2156,2010-05-26,14
364,2010-05-27,21
2687,2010-05-28,12
1102,2010-05-29,17
3164,2010-05-30,11
759,2010-05-31,18
622,2010-06-01,19
2157,2010-06-02,14
2468,2010-06-03,13
4569,2010-06-04,6
2466,2010-06-05,13
2457,2010-06-06,13
3911,2010-06-07,9
1855,2010-06-08,15
1856,2010-06-09,15
3014,2010-06-10,12
2159,2010-06-11,14
3184,2010-06-12,11
2160,2010-06-13,14
2464,2010-06-14,13
3004,2010-06-15,12
3549,2010-06-16,10
494,2010-06-17,20
3939,2010-06-18,9
3015,2010-06-19,12
3046,2010-06-20,11
1866,2010-06-21,15
3576,2010-06-22,10
4159,2010-06-23,8
3027,2010-06-24,12
1865,2010-06-25,15
3935,2010-06-26,9
1864,2010-06-27,15
3571,2010-06-28,10
2162,2010-06-29,14
2263,2010-06-30,13
2266,2010-07-01,13
2269,2010-07-02,13
3565,2010-07-03,10
2158,2010-07-04,14
3916,2010-07-05,9
3390,2010-07-06,11
2948,2010-07-07,12
1869,2010-07-08,15
2153,2010-07-09,14
1373,2010-07-10,16
3563,2010-07-11,10
1206,2010-07-12,17
3913,2010-07-13,9
2281,2010-07-14,13
497,2010-07-15,20
2924,2010-07-16,12
2283,2010-07-17,13
3881,2010-07-18,9
4174,2010-07-19,8
2284,2010-07-20,13
1871,2010-07-21,15
1873,2010-07-22,15
1872,2010-07-23,15
3848,2010-07-24,9
3669,2010-07-25,10
1377,2010-07-26,16
366,2010-07-27,21
3558,2010-07-28,10
2245,2010-07-29,13
4307,2010-07-30,7
1849,2010-07-31,15
3556,2010-08-01,10
2932,2010-08-02,12
3290,2010-08-03,11
3293,2010-08-04,11
3554,2010-08-05,10
3553,2010-08-06,10
1170,2010-08-07,17
2937,2010-08-08,12
2252,2010-08-09,13
1437,2010-08-10,16
1190,2010-08-11,17
1191,2010-08-12,17
2939,2010-08-13,12
3319,2010-08-14,11
1862,2010-08-15,15
2180,2010-08-16,14
3836,2010-08-17,9
1449,2010-08-18,16
4341,2010-08-19,7
4107,2010-08-20,8
3834,2010-08-21,9
3272,2010-08-22,11
4379,2010-08-23,7
4380,2010-08-24,7
2172,2010-08-25,14
2333,2010-08-26,13
2906,2010-08-27,12
2894,2010-08-28,12
2113,2010-08-29,14
2112,2010-08-30,14
1184,2010-08-31,17
1850,2010-09-01,15
1408,2010-09-02,16
3386,2010-09-03,11
3577,2010-09-04,10
2898,2010-09-05,12
3578,2010-09-06,10
2315,2010-09-07,13
3333,2010-09-08,11
3332,2010-09-09,11
1767,2010-09-10,15
2106,2010-09-11,14
2102,2010-09-12,14
1789,2010-09-13,15
3337,2010-09-14,11
2306,2010-09-15,13
374,2010-09-16,21
3389,2010-09-17,11
375,2010-09-18,21
3605,2010-09-19,10
3832,2010-09-20,9
4374,2010-09-21,7
2117,2010-09-22,14
2907,2010-09-23,12
2243,2010-09-24,13
2319,2010-09-25,13
2909,2010-09-26,12
796,2010-09-27,18
3830,2010-09-28,9
377,2010-09-29,21
3603,2010-09-30,10
2137,2010-10-01,14
1421,2010-10-02,16
1065,2010-10-03,17
3241,2010-10-04,11
1790,2010-10-05,15
474,2010-10-06,20
1205,2010-10-07,17
3081,2010-10-08,11
3600,2010-10-09,10
2326,2010-10-10,13
2914,2010-10-11,12
2248,2010-10-12,13
3120,2010-10-13,11
3851,2010-10-14,9
2186,2010-10-15,14
3593,2010-10-16,10
3580,2010-10-17,10
2976,2010-10-18,12
2142,2010-10-19,14
3852,2010-10-20,9
3868,2010-10-21,9
2980,2010-10-22,12
3033,2010-10-23,11
103,2010-10-24,25
2227,2010-10-25,14
4916,2010-10-26,3
2986,2010-10-27,12
2231,2010-10-28,14
3592,2010-10-29,10
1794,2010-10-30,15
4857,2010-10-31,4
951,2010-11-01,17
2226,2010-11-02,14
2988,2010-11-03,12
4129,2010-11-04,8
2331,2010-11-05,13
2228,2010-11-06,14
1798,2010-11-07,15
948,2010-11-08,17
2335,2010-11-09,13
3591,2010-11-10,10
1411,2010-11-11,16
3062,2010-11-12,11
2189,2010-11-13,14
3047,2010-11-14,11
3869,2010-11-15,9
2289,2010-11-16,13
2994,2010-11-17,12
1801,2010-11-18,15
4355,2010-11-19,7
3589,2010-11-20,10
3587,2010-11-21,10
3586,2010-11-22,10
3866,2010-11-23,9
2291,2010-11-24,13
3585,2010-11-25,10
2338,2010-11-26,13
4346,2010-11-27,7
2192,2010-11-28,14
442,2010-11-29,20
1803,2010-11-30,15
2997,2010-12-01,12
960,2010-12-02,17
1448,2010-12-03,16
2190,2010-12-04,14
1446,2010-12-05,16
3197,2010-12-06,11
1804,2010-12-07,15
1443,2010-12-08,16
1797,2010-12-09,15
4371,2010-12-10,7
1787,2010-12-11,15
2316,2010-12-12,13
2221,2010-12-13,14
3236,2010-12-14,11
1440,2010-12-15,16
3232,2010-12-16,11
2260,2010-12-17,13
3230,2010-12-18,11
3860,2010-12-19,9
413,2010-12-20,21
3858,2010-12-21,9
2286,2010-12-22,13
3583,2010-12-23,10
2952,2010-12-24,12
3216,2010-12-25,11
3582,2010-12-26,10
2219,2010-12-27,14
4541,2010-12-28,6
3609,2010-12-29,10
2960,2010-12-30,12
3141,2010-12-31,11
2961,2011-01-01,12
1404,2011-01-02,16
961,2011-01-03,17
1379,2011-01-04,16
651,2011-01-05,19
2963,2011-01-06,12
1376,2011-01-07,16
2218,2011-01-08,14
4529,2011-01-09,6
618,2011-01-10,19
1769,2011-01-11,15
3158,2011-01-12,11
2257,2011-01-13,13
2258,2011-01-14,13
3178,2011-01-15,11
2273,2011-01-16,13
945,2011-01-17,17
3711,2011-01-18,10
3171,2011-01-19,11
786,2011-01-20,18
785,2011-01-21,18
2210,2011-01-22,14
2209,2011-01-23,14
1368,2011-01-24,16
407,2011-01-25,21
181,2011-01-26,23
92,2011-01-27,25
633,2011-01-28,19
327,2011-01-29,21
1771,2011-01-30,15
2520,2011-01-31,13
1361,2011-02-01,16
631,2011-02-02,19
129,2011-02-03,24
